date,k18,k21,k22,traditional
2016-09-01,3395,3960,4145,2360
2016-09-02,3395,3960,4145,2360
2016-09-03,3395,3960,4145,2360
2016-09-04,3395,3960,4145,2360
2016-09-05,3395,3960,4145,2360
2016-09-06,3395,3960,4145,2360
2016-09-07,3395,3960,4145,2360
2016-09-08,3395,3960,4145,2360
2016-09-09,3395,3960,4145,2360
2016-09-10,3395,3960,4145,2360
2016-09-11,3395,3960,4145,2360
2016-09-12,3395,3960,4145,2360
2016-09-13,3395,3960,4145,2360
2016-09-14,3395,3960,4145,2360
2016-09-15,3395,3960,4145,2360
2016-09-16,3395,3960,4145,2360
2016-09-17,3395,3960,4145,2360
2016-09-18,3395,3960,4145,2360
2016-09-19,3395,3960,4145,2360
2016-09-20,3395,3960,4145,2360
2016-09-21,3395,3960,4145,2360
2016-09-22,3395,3960,4145,2360
2016-09-23,3395,3960,4145,2360
2016-09-24,3395,3960,4145,2360
2016-09-25,3395,3960,4145,2360
2016-09-26,3395,3960,4145,2360
2016-09-27,3395,3960,4145,2360
2016-09-28,3395,3960,4145,2360
2016-09-29,3395,3960,4145,2360
2016-09-30,3395,3960,4145,2360
2016-10-01,3395,3960,4145,2360
2016-10-02,3395,3960,4145,2360
2016-10-03,3395,3960,4145,2360
2016-10-04,3395,3960,4145,2360
2016-10-05,3395,3960,4145,2360
2016-10-06,3395,3960,4145,2360
2016-10-07,3395,3960,4145,2360
2016-10-08,3395,3960,4145,2360
2016-10-09,3395,3960,4145,2360
2016-10-10,3395,3960,4145,2360
2016-10-11,3395,3960,4145,2360
2016-10-12,3395,3960,4145,2360
2016-10-13,3395,3960,4145,2360
2016-10-14,3395,3960,4145,2360
2016-10-15,3395,3960,4145,2360
2016-10-16,3395,3960,4145,2360
2016-10-17,3395,3960,4145,2360
2016-10-18,3395,3960,4145,2360
2016-10-19,3395,3960,4145,2360
2016-10-20,3395,3960,4145,2360
2016-10-21,3395,3960,4145,2360
2016-10-22,3395,3960,4145,2360
2016-10-23,3395,3960,4145,2360
2016-10-24,3395,3960,4145,2360
2016-10-25,3395,3960,4145,2360
2016-10-26,3395,3960,4145,2360
2016-10-27,3395,3960,4145,2360
2016-10-28,3395,3960,4145,2360
2016-10-29,3395,3960,4145,2360
2016-10-30,3395,3960,4145,2360
2016-10-31,3395,3960,4145,2360
2016-11-01,3395,3960,4145,2360
2016-11-02,3395,3960,4145,2360
2016-11-03,3395,3960,4145,2360
2016-11-04,3395,3960,4145,2360
2016-11-05,3395,3960,4145,2360
2016-11-06,3395,3960,4145,2360
2016-11-07,3395,3960,4145,2360
2016-11-08,3395,3960,4145,2360
2016-11-09,3395,3960,4145,2360
2016-11-10,3395,3960,4145,2360
2016-11-11,3395,3960,4145,2360
2016-11-12,3395,3960,4145,2360
2016-11-13,3395,3960,4145,2360
2016-11-14,3300,3830,4020,2230
2016-11-15,3300,3830,4020,2230
2016-11-16,3300,3830,4020,2230
2016-11-17,3300,3830,4020,2230
2016-11-18,3300,3830,4020,2230
2016-11-19,3300,3830,4020,2230
2016-11-20,3300,3830,4020,2230
2016-11-21,3250,3760,3935,2145
2016-11-22,3250,3760,3935,2145
2016-11-23,3250,3760,3935,2145
2016-11-24,3250,3760,3935,2145
2016-11-25,3250,3760,3935,2145
2016-11-26,3250,3760,3935,2145
2016-11-27,3250,3760,3935,2145
2016-11-28,3250,3760,3935,2145
2016-11-29,3250,3760,3935,2145
2016-11-30,3250,3760,3935,2145
2016-12-01,3250,3760,3935,2145
2016-12-02,3250,3760,3935,2145
2016-12-03,3250,3760,3935,2145
2016-12-04,3250,3760,3935,2145
2016-12-05,3250,3760,3935,2145
2016-12-06,3250,3760,3935,2145
2016-12-07,3175,3660,3840,2060
2016-12-08,3175,3660,3840,2060
2016-12-09,3175,3660,3840,2060
2016-12-10,3175,3660,3840,2060
2016-12-11,3175,3660,3840,2060
2016-12-12,3175,3660,3840,2060
2016-12-13,3175,3660,3840,2060
2016-12-14,3175,3660,3840,2060
2016-12-15,3175,3660,3840,2060
2016-12-16,3175,3660,3840,2060
2016-12-17,3175,3660,3840,2060
2016-12-18,3175,3660,3840,2060
2016-12-19,3175,3660,3840,2060
2016-12-20,3175,3660,3840,2060
2016-12-21,3175,3660,3840,2060
2016-12-22,3175,3660,3840,2060
2016-12-23,3175,3660,3840,2060
2016-12-24,3175,3660,3840,2060
2016-12-25,3175,3660,3840,2060
2016-12-26,3175,3660,3840,2060
2016-12-27,3175,3660,3840,2060
2016-12-28,3175,3660,3840,2060
2016-12-29,3175,3660,3840,2060
2016-12-30,3175,3660,3840,2060
2016-12-31,3175,3660,3840,2060
2017-01-01,3175,3660,3840,2060
2017-01-02,3175,3660,3840,2060
2017-01-03,3175,3660,3840,2060
2017-01-04,3175,3660,3840,2060
2017-01-05,3175,3660,3840,2060
2017-01-06,3175,3660,3840,2060
2017-01-07,3175,3660,3840,2060
2017-01-08,3175,3660,3840,2060
2017-01-09,3175,3660,3840,2060
2017-01-10,3175,3660,3840,2060
2017-01-11,3175,3660,3840,2060
2017-01-12,3175,3660,3840,2060
2017-01-13,3175,3660,3840,2060
2017-01-14,3300,3775,3950,2150
2017-01-15,3300,3775,3950,2150
2017-01-16,3300,3775,3950,2150
2017-01-17,3300,3775,3950,2150
2017-01-18,3300,3775,3950,2150
2017-01-19,3300,3775,3950,2150
2017-01-20,3300,3775,3950,2150
2017-01-21,3300,3775,3950,2150
2017-01-22,3300,3775,3950,2150
2017-01-23,3300,3775,3950,2150
2017-01-24,3300,3775,3950,2150
2017-01-25,3300,3775,3950,2150
2017-01-26,3300,3775,3950,2150
2017-01-27,3300,3775,3950,2150
2017-01-28,3300,3775,3950,2150
2017-01-29,3300,3775,3950,2150
2017-01-30,3300,3775,3950,2150
2017-01-31,3300,3775,3950,2150
2017-02-01,3300,3775,3950,2150
2017-02-02,3300,3775,3950,2150
2017-02-03,3300,3775,3950,2150
2017-02-04,3300,3775,3950,2150
2017-02-05,3300,3775,3950,2150
2017-02-06,3300,3775,3950,2150
2017-02-07,3300,3775,3950,2150
2017-02-08,3300,3775,3950,2150
2017-02-09,3385,3855,4035,2200
2017-02-10,3385,3855,4035,2200
2017-02-11,3385,3855,4035,2200
2017-02-12,3385,3855,4035,2200
2017-02-13,3385,3855,4035,2200
2017-02-14,3385,3855,4035,2200
2017-02-15,3385,3855,4035,2200
2017-02-16,3385,3855,4035,2200
2017-02-17,3385,3855,4035,2200
2017-02-18,3385,3855,4035,2200
2017-02-19,3385,3855,4035,2200
2017-02-20,3385,3855,4035,2200
2017-02-21,3385,3855,4035,2200
2017-02-22,3385,3855,4035,2200
2017-02-23,3385,3855,4035,2200
2017-02-24,3385,3855,4035,2200
2017-02-25,3385,3855,4035,2200
2017-02-26,3385,3855,4035,2200
2017-02-27,3385,3855,4035,2200
2017-02-28,3385,3855,4035,2200
2017-03-01,3385,3855,4035,2200
2017-03-02,3385,3855,4035,2200
2017-03-03,3385,3855,4035,2200
2017-03-04,3385,3855,4035,2200
2017-03-05,3385,3855,4035,2200
2017-03-06,3385,3855,4035,2200
2017-03-07,3385,3855,4035,2200
2017-03-08,3385,3855,4035,2200
2017-03-09,3385,3855,4035,2200
2017-03-10,3385,3855,4035,2200
2017-03-11,3385,3855,4035,2200
2017-03-12,3385,3855,4035,2200
2017-03-13,3385,3855,4035,2200
2017-03-14,3385,3855,4035,2200
2017-03-15,3385,3855,4035,2200
2017-03-16,3385,3855,4035,2200
2017-03-17,3385,3855,4035,2200
2017-03-18,3385,3855,4035,2200
2017-03-19,3385,3855,4035,2200
2017-03-20,3385,3855,4035,2200
2017-03-21,3385,3855,4035,2200
2017-03-22,3385,3855,4035,2200
2017-03-23,3385,3855,4035,2200
2017-03-24,3385,3855,4035,2200
2017-03-25,3385,3855,4035,2200
2017-03-26,3385,3855,4035,2200
2017-03-27,3385,3855,4035,2200
2017-03-28,3385,3855,4035,2200
2017-03-29,3385,3855,4035,2200
2017-03-30,3385,3855,4035,2200
2017-03-31,3385,3855,4035,2200
2017-04-01,3385,3855,4035,2200
2017-04-02,3385,3855,4035,2200
2017-04-03,3385,3855,4035,2200
2017-04-04,3385,3855,4035,2200
2017-04-05,3385,3855,4035,2200
2017-04-06,3385,3855,4035,2200
2017-04-07,3385,3855,4035,2200
2017-04-08,3385,3855,4035,2200
2017-04-09,3385,3855,4035,2200
2017-04-10,3385,3855,4035,2200
2017-04-11,3385,3855,4035,2200
2017-04-12,3385,3855,4035,2200
2017-04-13,3385,3855,4035,2200
2017-04-14,3385,3855,4035,2200
2017-04-15,3385,3855,4035,2200
2017-04-16,3385,3855,4035,2200
2017-04-17,3385,3855,4035,2200
2017-04-18,3385,3855,4035,2200
2017-04-19,3385,3855,4035,2200
2017-04-20,3385,3855,4035,2200
2017-04-21,3385,3855,4035,2200
2017-04-22,3385,3855,4035,2200
2017-04-23,3385,3855,4035,2200
2017-04-24,3385,3855,4035,2200
2017-04-25,3385,3855,4035,2200
2017-04-26,3385,3855,4035,2200
2017-04-27,3385,3855,4035,2200
2017-04-28,3385,3855,4035,2200
2017-04-29,3385,3855,4035,2200
2017-04-30,3385,3855,4035,2200
2017-05-01,3385,3855,4035,2200
2017-05-02,3385,3855,4035,2200
2017-05-03,3385,3855,4035,2200
2017-05-04,3385,3855,4035,2200
2017-05-05,3385,3855,4035,2200
2017-05-06,3385,3855,4035,2200
2017-05-07,3385,3855,4035,2200
2017-05-08,3315,3760,3935,2130
2017-05-09,3315,3760,3935,2130
2017-05-10,3315,3760,3935,2130
2017-05-11,3315,3760,3935,2130
2017-05-12,3315,3760,3935,2130
2017-05-13,3315,3760,3935,2130
2017-05-14,3315,3760,3935,2130
2017-05-15,3315,3760,3935,2130
2017-05-16,3315,3760,3935,2130
2017-05-17,3315,3760,3935,2130
2017-05-18,3315,3760,3935,2130
2017-05-19,3315,3760,3935,2130
2017-05-20,3315,3760,3935,2130
2017-05-21,3315,3760,3935,2130
2017-05-22,3315,3760,3935,2130
2017-05-23,3315,3760,3935,2130
2017-05-24,3315,3760,3935,2130
2017-05-25,3315,3760,3935,2130
2017-05-26,3315,3760,3935,2130
2017-05-27,3315,3760,3935,2130
2017-05-28,3315,3760,3935,2130
2017-05-29,3315,3760,3935,2130
2017-05-30,3315,3760,3935,2130
2017-05-31,3315,3760,3935,2130
2017-06-01,3315,3760,3935,2130
2017-06-02,3315,3760,3935,2130
2017-06-03,3315,3760,3935,2130
2017-06-04,3315,3760,3935,2130
2017-06-05,3315,3760,3935,2130
2017-06-06,3315,3760,3935,2130
2017-06-07,3315,3760,3935,2130
2017-06-08,3315,3760,3935,2130
2017-06-09,3315,3760,3935,2130
2017-06-10,3315,3760,3935,2130
2017-06-11,3315,3760,3935,2130
2017-06-12,3315,3760,3935,2130
2017-06-13,3315,3760,3935,2130
2017-06-14,3315,3760,3935,2130
2017-06-15,3315,3760,3935,2130
2017-06-16,3315,3760,3935,2130
2017-06-17,3315,3760,3935,2130
2017-06-18,3315,3760,3935,2130
2017-06-19,3315,3760,3935,2130
2017-06-20,3315,3760,3935,2130
2017-06-21,3315,3760,3935,2130
2017-06-22,3315,3760,3935,2130
2017-06-23,3315,3760,3935,2130
2017-06-24,3315,3760,3935,2130
2017-06-25,3315,3760,3935,2130
2017-06-26,3315,3760,3935,2130
2017-06-27,3315,3760,3935,2130
2017-06-28,3315,3760,3935,2130
2017-06-29,3315,3760,3935,2130
2017-06-30,3315,3760,3935,2130
2017-07-01,3315,3760,3935,2130
2017-07-02,3315,3760,3935,2130
2017-07-03,3315,3760,3935,2130
2017-07-04,3315,3760,3935,2130
2017-07-05,3315,3760,3935,2130
2017-07-06,3315,3760,3935,2130
2017-07-07,3315,3760,3935,2130
2017-07-08,3315,3760,3935,2130
2017-07-09,3315,3760,3935,2130
2017-07-10,3315,3760,3935,2130
2017-07-11,3315,3760,3935,2130
2017-07-12,3315,3760,3935,2130
2017-07-13,3315,3760,3935,2130
2017-07-14,3315,3760,3935,2130
2017-07-15,3315,3760,3935,2130
2017-07-16,3315,3760,3935,2130
2017-07-17,3315,3760,3935,2130
2017-07-18,3315,3760,3935,2130
2017-07-19,3315,3760,3935,2130
2017-07-20,3315,3760,3935,2130
2017-07-21,3315,3760,3935,2130
2017-07-22,3315,3760,3935,2130
2017-07-23,3315,3760,3935,2130
2017-07-24,3315,3760,3935,2130
2017-07-25,3315,3760,3935,2130
2017-07-26,3315,3760,3935,2130
2017-07-27,3315,3760,3935,2130
2017-07-28,3400,3875,4040,2200
2017-07-29,3400,3875,4040,2200
2017-07-30,3400,3875,4040,2200
2017-07-31,3400,3875,4040,2200
2017-08-01,3400,3875,4040,2200
2017-08-02,3400,3875,4040,2200
2017-08-03,3400,3875,4040,2200
2017-08-04,3400,3875,4040,2200
2017-08-05,3400,3875,4040,2200
2017-08-06,3400,3875,4040,2200
2017-08-07,3400,3875,4040,2200
2017-08-08,3400,3875,4040,2200
2017-08-09,3400,3875,4040,2200
2017-08-10,3400,3875,4040,2200
2017-08-11,3400,3875,4040,2200
2017-08-12,3400,3875,4040,2200
2017-08-13,3500,3985,4170,2250
2017-08-14,3500,3985,4170,2250
2017-08-15,3500,3985,4170,2250
2017-08-16,3500,3985,4170,2250
2017-08-17,3500,3985,4170,2250
2017-08-18,3500,3985,4170,2250
2017-08-19,3500,3985,4170,2250
2017-08-20,3500,3985,4170,2250
2017-08-21,3500,3985,4170,2250
2017-08-22,3500,3985,4170,2250
2017-08-23,3500,3985,4170,2250
2017-08-24,3500,3985,4170,2250
2017-08-25,3500,3985,4170,2250
2017-08-26,3500,3985,4170,2250
2017-08-27,3500,3985,4170,2250
2017-08-28,3500,3985,4170,2250
2017-08-29,3500,3985,4170,2250
2017-08-30,3500,3985,4170,2250
2017-08-31,3500,3985,4170,2250
2017-09-01,3500,3985,4170,2250
2017-09-02,3500,3985,4170,2250
2017-09-03,3500,3985,4170,2250
2017-09-04,3500,3985,4170,2250
2017-09-05,3500,3985,4170,2250
2017-09-06,3500,3985,4170,2250
2017-09-07,3500,3985,4170,2250
2017-09-08,3500,3985,4170,2250
2017-09-09,3500,3985,4170,2250
2017-09-10,3500,3985,4170,2250
2017-09-11,3600,4100,4300,2300
2017-09-12,3600,4100,4300,2300
2017-09-13,3600,4100,4300,2300
2017-09-14,3600,4100,4300,2300
2017-09-15,3600,4100,4300,2300
2017-09-16,3600,4100,4300,2300
2017-09-17,3600,4100,4300,2300
2017-09-18,3600,4100,4300,2300
2017-09-19,3600,4100,4300,2300
2017-09-20,3525,4010,4200,2250
2017-09-21,3525,4010,4200,2250
2017-09-22,3525,4010,4200,2250
2017-09-23,3525,4010,4200,2250
2017-09-24,3525,4010,4200,2250
2017-09-25,3525,4010,4200,2250
2017-09-26,3450,3920,4100,2175
2017-09-27,3450,3920,4100,2175
2017-09-28,3450,3920,4100,2175
2017-09-29,3450,3920,4100,2175
2017-09-30,3450,3920,4100,2175
2017-10-01,3450,3920,4100,2175
2017-10-02,3450,3920,4100,2175
2017-10-03,3450,3920,4100,2175
2017-10-04,3450,3920,4100,2175
2017-10-05,3450,3920,4100,2175
2017-10-06,3450,3920,4100,2175
2017-10-07,3450,3920,4100,2175
2017-10-08,3450,3920,4100,2175
2017-10-09,3450,3920,4100,2175
2017-10-10,3450,3920,4100,2175
2017-10-11,3450,3920,4100,2175
2017-10-12,3450,3920,4100,2175
2017-10-13,3450,3920,4100,2175
2017-10-14,3450,3920,4100,2175
2017-10-15,3450,3920,4100,2175
2017-10-16,3450,3920,4100,2175
2017-10-17,3450,3920,4100,2175
2017-10-18,3450,3920,4100,2175
2017-10-19,3450,3920,4100,2175
2017-10-20,3450,3920,4100,2175
2017-10-21,3450,3920,4100,2175
2017-10-22,3450,3920,4100,2175
2017-10-23,3450,3920,4100,2175
2017-10-24,3450,3920,4100,2175
2017-10-25,3450,3920,4100,2175
2017-10-26,3450,3920,4100,2175
2017-10-27,3450,3920,4100,2175
2017-10-28,3450,3920,4100,2175
2017-10-29,3450,3920,4100,2175
2017-10-30,3450,3920,4100,2175
2017-10-31,3450,3920,4100,2175
2017-11-01,3450,3920,4100,2175
2017-11-02,3450,3920,4100,2175
2017-11-03,3450,3920,4100,2175
2017-11-04,3450,3920,4100,2175
2017-11-05,3450,3920,4100,2175
2017-11-06,3450,3920,4100,2175
2017-11-07,3450,3920,4100,2175
2017-11-08,3450,3920,4100,2175
2017-11-09,3450,3920,4100,2175
2017-11-10,3450,3920,4100,2175
2017-11-11,3450,3920,4100,2175
2017-11-12,3450,3920,4100,2175
2017-11-13,3450,3920,4100,2175
2017-11-14,3450,3920,4100,2175
2017-11-15,3450,3920,4100,2175
2017-11-16,3450,3920,4100,2175
2017-11-17,3450,3920,4100,2175
2017-11-18,3450,3920,4100,2175
2017-11-19,3450,3920,4100,2175
2017-11-20,3450,3920,4100,2175
2017-11-21,3450,3920,4100,2175
2017-11-22,3450,3920,4100,2175
2017-11-23,3450,3920,4100,2175
2017-11-24,3450,3920,4100,2175
2017-11-25,3450,3920,4100,2175
2017-11-26,3550,4030,4220,2225
2017-11-27,3550,4030,4220,2225
2017-11-28,3550,4030,4220,2225
2017-11-29,3550,4030,4220,2225
2017-11-30,3550,4030,4220,2225
2017-12-01,3550,4030,4220,2225
2017-12-02,3550,4030,4220,2225
2017-12-03,3550,4030,4220,2225
2017-12-04,3550,4030,4220,2225
2017-12-05,3550,4030,4220,2225
2017-12-06,3550,4030,4220,2225
2017-12-07,3550,4030,4220,2225
2017-12-08,3550,4030,4220,2225
2017-12-09,3550,4030,4220,2225
2017-12-10,3550,4030,4220,2225
2017-12-11,3550,4030,4220,2225
2017-12-12,3470,3920,4110,2125
2017-12-13,3470,3920,4110,2125
2017-12-14,3470,3920,4110,2125
2017-12-15,3470,3920,4110,2125
2017-12-16,3470,3920,4110,2125
2017-12-17,3470,3920,4110,2125
2017-12-18,3470,3920,4110,2125
2017-12-19,3470,3920,4110,2125
2017-12-20,3470,3920,4110,2125
2017-12-21,3470,3920,4110,2125
2017-12-22,3470,3920,4110,2125
2017-12-23,3470,3920,4110,2125
2017-12-24,3470,3920,4110,2125
2017-12-25,3590,4040,4230,2200
2017-12-26,3590,4040,4230,2200
2017-12-27,3590,4040,4230,2200
2017-12-28,3590,4040,4230,2200
2017-12-29,3590,4040,4230,2200
2017-12-30,3590,4040,4230,2200
2017-12-31,3590,4040,4230,2200
2018-01-01,3590,4040,4230,2200
2018-01-02,3590,4040,4230,2200
2018-01-03,3590,4040,4230,2200
2018-01-04,3590,4040,4230,2200
2018-01-05,3590,4040,4230,2200
2018-01-06,3590,4040,4230,2200
2018-01-07,3590,4040,4230,2200
2018-01-08,3590,4040,4230,2200
2018-01-09,3590,4040,4230,2200
2018-01-10,3700,4150,4350,2275
2018-01-11,3700,4150,4350,2275
2018-01-12,3700,4150,4350,2275
2018-01-13,3700,4150,4350,2275
2018-01-14,3700,4150,4350,2275
2018-01-15,3700,4150,4350,2275
2018-01-16,3700,4150,4350,2275
2018-01-17,3700,4150,4350,2275
2018-01-18,3700,4150,4350,2275
2018-01-19,3700,4150,4350,2275
2018-01-20,3700,4150,4350,2275
2018-01-21,3700,4150,4350,2275
2018-01-22,3700,4150,4350,2275
2018-01-23,3700,4150,4350,2275
2018-01-24,3700,4150,4350,2275
2018-01-25,3700,4150,4350,2275
2018-01-26,3830,4280,4480,2350
2018-01-27,3830,4280,4480,2350
2018-01-28,3830,4280,4480,2350
2018-01-29,3830,4280,4480,2350
2018-01-30,3830,4280,4480,2350
2018-01-31,3830,4280,4480,2350
2018-02-01,3830,4280,4480,2350
2018-02-02,3830,4280,4480,2350
2018-02-03,3830,4280,4480,2350
2018-02-04,3830,4280,4480,2350
2018-02-05,3830,4280,4480,2350
2018-02-06,3830,4280,4480,2350
2018-02-07,3830,4280,4480,2350
2018-02-08,3830,4280,4480,2350
2018-02-09,3830,4280,4480,2350
2018-02-10,3830,4280,4480,2350
2018-02-11,3830,4280,4480,2350
2018-02-12,3830,4280,4480,2350
2018-02-13,3830,4280,4480,2350
2018-02-14,3830,4280,4480,2350
2018-02-15,3830,4280,4480,2350
2018-02-16,3830,4280,4480,2350
2018-02-17,3830,4280,4480,2350
2018-02-18,3830,4280,4480,2350
2018-02-19,3830,4280,4480,2350
2018-02-20,3830,4280,4480,2350
2018-02-21,3830,4280,4480,2350
2018-02-22,3830,4280,4480,2350
2018-02-23,3830,4280,4480,2350
2018-02-24,3830,4280,4480,2350
2018-02-25,3830,4280,4480,2350
2018-02-26,3830,4280,4480,2350
2018-02-27,3830,4280,4480,2350
2018-02-28,3830,4280,4480,2350
2018-03-01,3830,4280,4480,2350
2018-03-02,3830,4280,4480,2350
2018-03-03,3830,4280,4480,2350
2018-03-04,3830,4280,4480,2350
2018-03-05,3830,4280,4480,2350
2018-03-06,3830,4280,4480,2350
2018-03-07,3830,4280,4480,2350
2018-03-08,3830,4280,4480,2350
2018-03-09,3830,4280,4480,2350
2018-03-10,3830,4280,4480,2350
2018-03-11,3830,4280,4480,2350
2018-03-12,3830,4280,4480,2350
2018-03-13,3830,4280,4480,2350
2018-03-14,3830,4280,4480,2350
2018-03-15,3830,4280,4480,2350
2018-03-16,3830,4280,4480,2350
2018-03-17,3830,4280,4480,2350
2018-03-18,3830,4280,4480,2350
2018-03-19,3740,4175,4370,2265
2018-03-20,3740,4175,4370,2265
2018-03-21,3740,4175,4370,2265
2018-03-22,3740,4175,4370,2265
2018-03-23,3740,4175,4370,2265
2018-03-24,3740,4175,4370,2265
2018-03-25,3740,4175,4370,2265
2018-03-26,3740,4175,4370,2265
2018-03-27,3740,4175,4370,2265
2018-03-28,3740,4175,4370,2265
2018-03-29,3740,4175,4370,2265
2018-03-30,3740,4175,4370,2265
2018-03-31,3740,4175,4370,2265
2018-04-01,3740,4175,4370,2265
2018-04-02,3740,4175,4370,2265
2018-04-03,3740,4175,4370,2265
2018-04-04,3740,4175,4370,2265
2018-04-05,3740,4175,4370,2265
2018-04-06,3740,4175,4370,2265
2018-04-07,3740,4175,4370,2265
2018-04-08,3740,4175,4370,2265
2018-04-09,3740,4175,4370,2265
2018-04-10,3740,4175,4370,2265
2018-04-11,3740,4175,4370,2265
2018-04-12,3740,4175,4370,2265
2018-04-13,3740,4175,4370,2265
2018-04-14,3740,4175,4370,2265
2018-04-15,3740,4175,4370,2265
2018-04-16,3740,4175,4370,2265
2018-04-17,3740,4175,4370,2265
2018-04-18,3740,4175,4370,2265
2018-04-19,3740,4175,4370,2265
2018-04-20,3740,4175,4370,2265
2018-04-21,3740,4175,4370,2265
2018-04-22,3740,4175,4370,2265
2018-04-23,3740,4175,4370,2265
2018-04-24,3740,4175,4370,2265
2018-04-25,3740,4175,4370,2265
2018-04-26,3740,4175,4370,2265
2018-04-27,3740,4175,4370,2265
2018-04-28,3740,4175,4370,2265
2018-04-29,3740,4175,4370,2265
2018-04-30,3740,4175,4370,2265
2018-05-01,3740,4175,4370,2265
2018-05-02,3740,4175,4370,2265
2018-05-03,3740,4175,4370,2265
2018-05-04,3740,4175,4370,2265
2018-05-05,3740,4175,4370,2265
2018-05-06,3740,4175,4370,2265
2018-05-07,3740,4175,4370,2265
2018-05-08,3740,4175,4370,2265
2018-05-09,3740,4175,4370,2265
2018-05-10,3740,4175,4370,2265
2018-05-11,3740,4175,4370,2265
2018-05-12,3740,4175,4370,2265
2018-05-13,3740,4175,4370,2265
2018-05-14,3740,4175,4370,2265
2018-05-15,3740,4175,4370,2265
2018-05-16,3740,4175,4370,2265
2018-05-17,3740,4175,4370,2265
2018-05-18,3740,4175,4370,2265
2018-05-19,3740,4175,4370,2265
2018-05-20,3740,4175,4370,2265
2018-05-21,3740,4175,4370,2265
2018-05-22,3740,4175,4370,2265
2018-05-23,3740,4175,4370,2265
2018-05-24,3740,4175,4370,2265
2018-05-25,3740,4175,4370,2265
2018-05-26,3740,4175,4370,2265
2018-05-27,3740,4175,4370,2265
2018-05-28,3740,4175,4370,2265
2018-05-29,3740,4175,4370,2265
2018-05-30,3740,4175,4370,2265
2018-05-31,3740,4175,4370,2265
2018-06-01,3740,4175,4370,2265
2018-06-02,3740,4175,4370,2265
2018-06-03,3740,4175,4370,2265
2018-06-04,3740,4175,4370,2265
2018-06-05,3740,4175,4370,2265
2018-06-06,3740,4175,4370,2265
2018-06-07,3740,4175,4370,2265
2018-06-08,3740,4175,4370,2265
2018-06-09,3740,4175,4370,2265
2018-06-10,3740,4175,4370,2265
2018-06-11,3740,4175,4370,2265
2018-06-12,3740,4175,4370,2265
2018-06-13,3740,4175,4370,2265
2018-06-14,3740,4175,4370,2265
2018-06-15,3740,4175,4370,2265
2018-06-16,3740,4175,4370,2265
2018-06-17,3740,4175,4370,2265
2018-06-18,3740,4175,4370,2265
2018-06-19,3740,4175,4370,2265
2018-06-20,3740,4175,4370,2265
2018-06-21,3640,4075,4270,2365
2018-06-22,3640,4075,4270,2365
2018-06-23,3640,4075,4270,2365
2018-06-24,3640,4075,4270,2365
2018-06-25,3640,4075,4270,2365
2018-06-26,3640,4075,4270,2365
2018-06-27,3640,4075,4270,2365
2018-06-28,3640,4075,4270,2365
2018-06-29,3640,4075,4270,2365
2018-06-30,3640,4075,4270,2365
2018-07-01,3640,4075,4270,2365
2018-07-02,3640,4075,4270,2365
2018-07-03,3640,4075,4270,2365
2018-07-04,3640,4075,4270,2365
2018-07-05,3640,4075,4270,2365
2018-07-06,3640,4075,4270,2365
2018-07-07,3640,4075,4270,2365
2018-07-08,3640,4075,4270,2365
2018-07-09,3640,4075,4270,2365
2018-07-10,3640,4075,4270,2365
2018-07-11,3640,4075,4270,2365
2018-07-12,3640,4075,4270,2365
2018-07-13,3640,4075,4270,2365
2018-07-14,3640,4075,4270,2365
2018-07-15,3640,4075,4270,2365
2018-07-16,3640,4075,4270,2365
2018-07-17,3640,4075,4270,2365
2018-07-18,3640,4075,4270,2365
2018-07-19,3640,4075,4270,2365
2018-07-20,3540,3975,4170,2365
2018-07-21,3540,3975,4170,2365
2018-07-22,3540,3975,4170,2365
2018-07-23,3540,3975,4170,2365
2018-07-24,3540,3975,4170,2365
2018-07-25,3540,3975,4170,2365
2018-07-26,3540,3975,4170,2365
2018-07-27,3540,3975,4170,2365
2018-07-28,3540,3975,4170,2365
2018-07-29,3540,3975,4170,2365
2018-07-30,3540,3975,4170,2365
2018-07-31,3540,3975,4170,2365
2018-08-01,3540,3975,4170,2365
2018-08-02,3540,3975,4170,2365
2018-08-03,3540,3975,4170,2365
2018-08-04,3540,3975,4170,2365
2018-08-05,3540,3975,4170,2365
2018-08-06,3440,3875,4070,2365
2018-08-07,3440,3875,4070,2365
2018-08-08,3440,3875,4070,2365
2018-08-09,3440,3875,4070,2365
2018-08-10,3440,3875,4070,2365
2018-08-11,3440,3875,4070,2365
2018-08-12,3440,3875,4070,2365
2018-08-13,3440,3875,4070,2365
2018-08-14,3440,3875,4070,2365
2018-08-15,3440,3875,4070,2365
2018-08-16,3440,3875,4070,2365
2018-08-17,3440,3875,4070,2365
2018-08-18,3440,3875,4070,2365
2018-08-19,3440,3875,4070,2365
2018-08-20,3440,3875,4070,2365
2018-08-21,3440,3875,4070,2365
2018-08-22,3440,3875,4070,2365
2018-08-23,3440,3875,4070,2365
2018-08-24,3440,3875,4070,2365
2018-08-25,3440,3875,4070,2365
2018-08-26,3440,3875,4070,2365
2018-08-27,3440,3875,4070,2365
2018-08-28,3440,3875,4070,2365
2018-08-29,3440,3875,4070,2365
2018-08-30,3440,3875,4070,2365
2018-08-31,3440,3875,4070,2365
2018-09-01,3440,3875,4070,2365
2018-09-02,3440,3875,4070,2365
2018-09-03,3440,3875,4070,2365
2018-09-04,3440,3875,4070,2365
2018-09-05,3440,3875,4070,2365
2018-09-06,3440,3875,4070,2365
